,MotionStatus,bndbox_angle,bndbox_xmax,bndbox_xmin,bndbox_ymax,bndbox_ymin,class,color,depth,difficult,filename,frame_id,from_video,height,id,occluded,score,velocity_x,velocity_y,width
11548,null,0,27,0,996,953,car,null,3,1,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,37,2,null,0,0,1920
11549,null,8,463,430,1009,970,car,null,3,0,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,38,0,null,0,0,1920
11550,null,0,346,313,1063,1017,car,null,3,0,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,39,1,null,0,0,1920
11551,null,0,492,408,623,583,car,null,3,0,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,40,0,null,0,0,1920
11552,null,3,1012,755,683,600,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,41,0,null,0,0,1920
11553,null,2,554,360,776,709,bus,null,3,1,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,42,2,null,0,0,1920
11554,null,0,1276,1150,697,630,truck,null,3,2,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,43,2,null,0,0,1920
11555,null,1,1249,1101,715,642,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0124_20171219_160847.532.png,32,0,1080,44,0,null,0,0,1920
11556,null,0,457,418,63,18,car,null,3,-1,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,1,1,null,0,0,1920
11557,null,0,503,466,94,53,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,2,0,null,0,0,1920
11558,null,0,460,421,111,60,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,3,0,null,0,0,1920
11559,null,0,460,428,149,110,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,4,0,null,0,0,1920
11560,null,0,456,422,210,168,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,5,0,null,0,0,1920
11561,null,0,186,144,338,284,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,6,0,null,0,0,1920
11562,null,0,235,198,386,334,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,7,0,null,0,0,1920
11563,null,11,158,116,460,408,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,8,0,null,0,0,1920
11564,null,13,202,162,474,427,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,9,0,null,0,0,1920
11565,null,9,187,152,519,469,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,10,0,null,0,0,1920
11566,null,0,137,1,592,512,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,11,1,null,0,0,1920
11567,null,3,754,523,623,551,bus,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,12,2,null,0,0,1920
11568,null,4,714,543,647,564,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,13,0,null,0,0,1920
11569,null,0,706,572,764,693,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,14,0,null,0,0,1920
11570,null,3,1157,1070,706,664,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,15,0,null,0,0,1920
11571,null,0,1488,1406,827,784,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,16,1,null,0,0,1920
11572,null,0,822,751,1077,1031,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,17,0,null,0,0,1920
11573,null,51,383,331,833,788,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,18,0,null,0,0,1920
11574,null,50,325,262,849,801,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,19,0,null,0,0,1920
11575,null,49,246,190,824,781,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,20,0,null,0,0,1920
11576,null,0,132,53,877,826,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,21,1,null,0,0,1920
11577,null,335,254,169,994,944,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,22,0,null,0,0,1920
11578,null,330,216,127,972,921,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,23,1,null,0,0,1920
11579,null,26,140,56,936,888,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,24,0,null,0,0,1920
11580,null,2,1829,1736,855,811,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,25,1,null,0,0,1920
11581,null,0,1583,1504,1080,1055,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,26,1,null,0,0,1920
11582,null,0,1570,1527,1062,1016,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,27,0,null,0,0,1920
11583,null,0,1534,1492,1001,950,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,28,0,null,0,0,1920
11584,null,0,1487,1452,996,943,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,29,0,null,0,0,1920
11585,null,0,1430,1390,983,930,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,30,0,null,0,0,1920
11586,null,0,1377,1330,982,934,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,31,0,null,0,0,1920
11587,null,0,1321,1285,973,928,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,32,0,null,0,0,1920
11588,null,0,1394,1352,1080,1040,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,33,1,null,0,0,1920
11589,null,0,1260,1190,975,938,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,34,1,null,0,0,1920
11590,null,0,1238,1159,986,955,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,35,1,null,0,0,1920
11591,null,0,1238,1148,1009,982,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,36,1,null,0,0,1920
11592,null,0,1238,1158,1038,999,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,37,0,null,0,0,1920
11593,null,0,1218,1132,1070,1035,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,38,1,null,0,0,1920
11594,null,0,1203,1126,1080,1055,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,39,1,null,0,0,1920
11595,null,21,630,565,517,478,car,null,3,0,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,40,1,null,0,0,1920
11596,null,0,514,503,302,277,person,null,3,2,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,41,0,null,0,0,1920
11597,null,0,499,489,305,280,person,null,3,2,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,42,0,null,0,0,1920
11598,null,0,652,644,492,468,person,null,3,2,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,43,1,null,0,0,1920
11599,null,0,649,637,495,466,car,null,3,1,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,44,0,null,0,0,1920
11600,null,0,640,629,476,452,person,null,3,1,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,45,1,null,0,0,1920
11601,null,0,623,613,477,452,person,null,3,1,CoreView_12_disp_3_Day_zoom_0013_20171219_160843.091.png,4,0,1080,46,0,null,0,0,1920
11602,null,15,435,428,588,571,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,1,0,null,0,0,1920
11603,null,20,417,409,580,565,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,2,0,null,0,0,1920
11604,null,25,444,433,689,670,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,3,0,null,0,0,1920
11605,null,23,369,360,671,651,person,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,4,0,null,0,0,1920
11606,null,25,241,230,808,785,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,5,0,null,0,0,1920
11607,null,17,411,403,793,777,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,6,0,null,0,0,1920
11608,null,18,418,409,775,754,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,7,0,null,0,0,1920
11609,null,15,776,768,920,898,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,8,0,null,0,0,1920
11610,null,19,1661,1652,566,546,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,9,0,null,0,0,1920
11611,null,0,1408,1364,272,251,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,10,0,null,0,0,1920
11612,null,0,1401,1353,259,242,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,11,1,null,0,0,1920
11613,null,0,1390,1347,251,231,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,12,1,null,0,0,1920
11614,null,0,1384,1339,238,217,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,13,1,null,0,0,1920
11615,null,0,1377,1336,219,203,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,14,1,null,0,0,1920
11616,null,0,1359,1318,211,191,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,15,1,null,0,0,1920
11617,null,0,1348,1307,199,181,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,16,1,null,0,0,1920
11618,null,8,997,951,126,105,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,17,1,null,0,0,1920
11619,null,0,985,941,112,93,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,18,1,null,0,0,1920
11620,null,0,968,921,80,60,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,19,1,null,0,0,1920
11621,null,0,958,917,68,50,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,20,1,null,0,0,1920
11622,null,14,945,896,47,21,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,21,0,null,0,0,1920
11623,null,13,991,962,62,34,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,22,0,null,0,0,1920
11624,null,7,1068,1043,83,57,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,23,0,null,0,0,1920
11625,null,15,1042,1010,76,48,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,24,0,null,0,0,1920
11626,null,11,1112,1073,150,129,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,25,1,null,0,0,1920
11627,null,12,1091,1045,124,100,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,26,0,null,0,0,1920
11628,null,11,1221,1190,158,133,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,27,0,null,0,0,1920
11629,null,18,1275,1252,150,129,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,28,0,null,0,0,1920
11630,null,14,1231,1198,124,96,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,29,0,null,0,0,1920
11631,null,12,1197,1172,114,90,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,30,0,null,0,0,1920
11632,null,12,1171,1141,110,84,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,31,0,null,0,0,1920
11633,null,17,1145,1119,101,74,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,32,0,null,0,0,1920
11634,null,13,1557,1515,457,433,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,33,0,null,0,0,1920
11635,null,14,1511,1461,393,370,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,34,0,null,0,0,1920
11636,null,0,1652,1631,387,365,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,35,3,null,0,0,1920
11637,null,9,1549,1541,346,333,person,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,36,1,null,0,0,1920
11638,null,13,1490,1460,314,289,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,37,0,null,0,0,1920
11639,null,15,1464,1434,307,282,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,38,0,null,0,0,1920
11640,null,12,1564,1533,330,302,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,39,0,null,0,0,1920
11641,null,338,1660,1611,349,273,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,40,1,null,0,0,1920
11642,null,0,1462,1431,353,310,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,41,0,null,0,0,1920
11643,null,333,1460,1428,443,409,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,42,0,null,0,0,1920
11644,null,7,1413,1376,439,415,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,43,1,null,0,0,1920
11645,null,0,1385,1349,394,370,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,44,1,null,0,0,1920
11646,null,0,1368,1333,371,351,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,45,3,null,0,0,1920
11647,null,17,1919,1881,646,624,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,46,1,null,0,0,1920
11648,null,15,1918,1868,620,591,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,47,0,null,0,0,1920
11649,null,329,1870,1816,690,588,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,48,0,null,0,0,1920
11650,null,335,1482,1434,580,498,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,49,0,null,0,0,1920
11651,null,7,1326,1297,455,430,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,50,0,null,0,0,1920
11652,null,10,1299,1265,451,418,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,51,0,null,0,0,1920
11653,null,12,1301,1266,498,467,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,52,0,null,0,0,1920
11654,null,13,1265,1225,492,459,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,53,0,null,0,0,1920
11655,null,14,1168,1133,473,442,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,54,0,null,0,0,1920
11656,null,6,1007,956,420,391,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,55,0,null,0,0,1920
11657,null,7,914,882,383,355,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,56,0,null,0,0,1920
11658,null,11,882,846,377,345,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,57,0,null,0,0,1920
11659,null,9,914,879,427,400,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,58,0,null,0,0,1920
11660,null,11,876,844,421,392,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,59,0,null,0,0,1920
11661,null,7,1333,1271,476,446,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,60,0,null,0,0,1920
11662,null,314,936,878,561,417,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,61,0,null,0,0,1920
11663,null,19,449,406,517,493,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,62,2,null,0,0,1920
11664,null,17,482,388,511,460,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,63,1,null,0,0,1920
11665,null,18,465,319,488,441,bus,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,64,1,null,0,0,1920
11666,null,17,282,85,429,363,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,65,1,null,0,0,1920
11667,null,16,996,970,892,865,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,66,0,null,0,0,1920
11668,null,17,900,876,980,952,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,67,0,null,0,0,1920
11669,null,15,1081,1057,1003,974,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,68,0,null,0,0,1920
11670,null,13,1071,1046,1039,1008,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,69,0,null,0,0,1920
11671,null,13,1045,1024,1030,1002,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,70,0,null,0,0,1920
11672,null,12,1012,986,1022,995,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,71,0,null,0,0,1920
11673,null,18,983,957,1007,977,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,72,2,null,0,0,1920
11674,null,19,1051,1030,993,969,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,73,0,null,0,0,1920
11675,null,21,1126,1100,936,903,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,74,0,null,0,0,1920
11676,null,23,1095,1071,928,899,car,null,3,0,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,75,0,null,0,0,1920
11677,null,20,1327,1278,804,780,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,76,2,null,0,0,1920
11678,null,25,1193,1166,997,968,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,77,0,null,0,0,1920
11679,null,16,1249,1223,1012,981,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,78,1,null,0,0,1920
11680,null,22,1180,1154,1035,1000,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,79,0,null,0,0,1920
11681,null,17,1283,1256,1072,1041,car,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,80,1,null,0,0,1920
11682,null,14,1318,1298,1001,978,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,81,2,null,0,0,1920
11683,null,0,1360,1336,1080,1066,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,82,3,null,0,0,1920
11684,null,20,1674,1637,946,924,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,83,2,null,0,0,1920
11685,null,15,426,417,584,559,person,null,3,1,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,84,0,null,0,0,1920
11686,null,16,925,901,996,967,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,85,0,null,0,0,1920
11687,null,0,1178,1150,1075,1044,car,null,3,2,CoreView_12_disp_3_Day_zoom_0447_20171219_160902.132.png,6,0,1080,86,0,null,0,0,1920
11688,null,16,429,420,792,773,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,1,0,null,0,0,1920
11689,null,20,435,425,769,749,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,2,0,null,0,0,1920
11690,null,16,474,465,683,667,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,3,0,null,0,0,1920
11691,null,20,463,454,684,666,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,4,0,null,0,0,1920
11692,null,21,392,382,667,649,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,5,0,null,0,0,1920
11693,null,14,270,259,798,775,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,6,0,null,0,0,1920
11694,null,23,783,773,919,895,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,7,0,null,0,0,1920
11695,null,17,448,439,584,567,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,8,0,null,0,0,1920
11696,null,16,436,429,577,558,person,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,9,0,null,0,0,1920
11697,null,23,426,417,574,555,person,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,10,0,null,0,0,1920
11698,null,20,395,299,473,425,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,11,1,null,0,0,1920
11699,null,21,302,256,454,435,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,12,1,null,0,0,1920
11700,null,18,346,207,439,396,bus,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,13,1,null,0,0,1920
11701,null,21,195,8,386,325,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,14,1,null,0,0,1920
11702,null,20,1585,1524,875,847,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,15,0,null,0,0,1920
11703,null,17,1314,1257,800,773,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,16,1,null,0,0,1920
11704,null,18,1160,1107,752,725,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,17,1,null,0,0,1920
11705,null,22,910,886,981,949,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,18,0,null,0,0,1920
11706,null,17,1001,977,893,862,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,19,0,null,0,0,1920
11707,null,24,1131,1105,938,905,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,20,0,null,0,0,1920
11708,null,22,1098,1075,929,899,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,21,0,null,0,0,1920
11709,null,20,1181,1155,1036,1005,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,22,0,null,0,0,1920
11710,null,22,1197,1171,1001,969,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,23,0,null,0,0,1920
11711,null,0,1184,1157,1071,1042,car,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,24,0,null,0,0,1920
11712,null,16,1081,1055,1042,1005,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,25,0,null,0,0,1920
11713,null,17,1087,1063,1005,972,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,26,0,null,0,0,1920
11714,null,17,1057,1033,993,965,car,null,3,2,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,27,0,null,0,0,1920
11715,null,22,1051,1030,1030,1000,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,28,0,null,0,0,1920
11716,null,20,1019,996,1020,993,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,29,0,null,0,0,1920
11717,null,19,990,966,1009,978,car,null,3,1,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,30,1,null,0,0,1920
11718,null,318,909,883,438,402,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,31,0,null,0,0,1920
11719,null,326,876,848,428,396,truck,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,32,0,null,0,0,1920
11720,null,9,936,887,414,387,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,33,0,null,0,0,1920
11721,null,0,913,882,387,361,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,34,0,null,0,0,1920
11722,null,332,880,850,382,349,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,35,0,null,0,0,1920
11723,null,0,1296,1263,507,475,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,36,0,null,0,0,1920
11724,null,0,1261,1222,502,468,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,37,0,null,0,0,1920
11725,null,0,1165,1133,478,447,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,38,0,null,0,0,1920
11726,null,0,1318,1290,468,443,car,null,3,0,CoreView_12_disp_3_Day_zoom_0465_20171219_160902.852.png,47,0,1080,39,0,null,0,0,1920
